First Name,Last Name,Phone Number,Age,Experience,Email,Role,Skillset1,Skillset2,Skillset3
Kavita,Suman,8963438484,35,10,kavitasuman@gmail.com,Cyber security,Scripting,ReactJS,AI/ML
Bobby,Neeraj,6738432900,28,5,bobbyneeraj@gmail.com,Blockchain engineer,Cryptography,Node.js, HR Management knowledge and expertise
Bobby,Manoj,9374033172,33,10,bobbymanoj@gmail.com,HR,Communication skills,Data Analysis and Visualization,Data mining
Alice,Bob,6307726653,33,0,alicebob@gmail.com,Cloud architect,Operating systems,Operating systems,Algorithms and frameworks
Kirti,Satish,9690462188,23,0,kirtisatish@gmail.com,AI/ML architect,Machine Learning Expertise,Node.js,Cloud
Kavita,Reena,8976296311,28,5,kavitareena@gmail.com,Frontend developer,HTML/CSS,Networking and data centres,Java/python
Parul,Pradeep,6453946206,27,4,parulpradeep@gmail.com,Data scientist,python,Python,pipeline planning
Rohit,Sunita,6201975697,35,0,rohitsunita@gmail.com,DevOps engineer,Linux ,Operating systems,C/JavaScript/Python
Sonam,Riyaan,8697002256,25,0,sonamriyaan@gmail.com,Frontend developer,HTML/CSS,Flask,Java/python
Shilpa,Ashish,8230430326,28,0,shilpaashish@gmail.com,AI/ML architect,Machine Learning Expertise,DBMS,DBMS
Sandeep,Riya,9988309960,29,6,sandeepriya@gmail.com,Data scientist,Python, Administrative expertise,DBMS
Shubham,Ritu,9539536451,32,9,shubhamritu@gmail.com,Data scientist,python,Operating systems,C/JavaScript/Python
Tanisha,John,8202182353,35,10,tanishajohn@gmail.com,Data scientist,python,Flask,Cloud
Kavita,Suresh,6168957412,32,0,kavitasuresh@gmail.com,DevOps engineer,Linux ,Networking and data centres, HR Management knowledge and expertise
Sangeeta,Shilpa,8478870152,35,0,sangeetashilpa@gmail.com,Frontend developer,HTML/CSS,Big Data,Cloud
Nisha,Naresh,9321630857,29,6,nishanaresh@gmail.com,Frontend developer,HTML/CSS,DBMS,Cloud
Doris,Pranav,8303558647,27,0,dorispranav@gmail.com,Data scientist,python,Controls and frameworks ,Intrusion detection
Gaurav,Raghav,9152737696,32,9,gauravraghav@gmail.com,HR,Communication skills,Operating systems,Algorithms and frameworks
Tanvi,Sanjana,9912224434,29,0,tanvisanjana@gmail.com,AI/ML architect,Machine Learning Expertise,Networking and data centres,Java/python
Bradley,Alexis,8150713218,34,0,bradleyalexis@gmail.com,Machine learning engineer,Mathematics and Statistics,Data Analysis and Visualization,Algorithms and frameworks
Anjali,Vidya,6171485389,33,0,anjalividya@gmail.com,Security Analyst, Network security control, Administrative expertise,AI/ML
Doris,Sonam,6155687723,24,0,dorissonam@gmail.com,AI/ML architect,Machine Learning Expertise,Controls and frameworks ,AI/ML
Anika,Prakash,9384505750,27,0,anikaprakash@gmail.com,AI/ML architect,Machine Learning Expertise,Data Analysis and Visualization,AI/ML
Subhash,Vinod,6111125957,31,8,subhashvinod@gmail.com,Blockchain engineer,Cryptography,DBMS,Data mining
Rajat,Ankita,6372717143,26,0,rajatankita@gmail.com,HR,Communication skills,Controls and frameworks ,Data mining
Doris,Vivek,8867644508,34,0,dorisvivek@gmail.com,AI/ML architect,Machine Learning Expertise,Data Analysis and Visualization,Java/python
Ria,Amit,9891352647,23,0,riaamit@gmail.com,IoT solutions architect,API automation and testing ,Networking and data centres,Java/python
Gaurav,Amit,8252685239,31,8,gauravamit@gmail.com,Data scientist,python,Python,Data mining
Pranav,Rahul,6536732870,25,2,pranavrahul@gmail.com,HR,Communication skills,Networking and data centres,Java/python
Kayla,Kamal,6336191252,26,3,kaylakamal@gmail.com,Security Analyst, Network security control,Data Analysis and Visualization,Data mining
Rahul,Priyanka,6136068646,24,1,rahulpriyanka@gmail.com,Cloud architect,Operating systems,Networking and data centres,C/JavaScript/Python
Akshara,Alice,9782854111,23,0,aksharaalice@gmail.com,AI/ML architect,Machine Learning Expertise,Python,Cloud
Ajay,Aarav,6374833273,28,0,ajayaarav@gmail.com,HR,Communication skills,Node.js, HR Management knowledge and expertise
Lori,Anika,9957081605,35,10,lorianika@gmail.com,Data scientist,Python,Node.js,Algorithms and frameworks
Kajal,Eve,9338831684,27,4,kajaleve@gmail.com,Security Analyst, Network security control, Administrative expertise,Intrusion detection
Deepak,Manoj,9978514320,34,10,deepakmanoj@gmail.com,AI/ML architect,Machine Learning Expertise,ReactJS,CI/CD pipelines
Aarav,Marie,9163006266,23,0,aaravmarie@gmail.com,IoT solutions architect,API automation and testing , Data Structures,CI/CD pipelines
Kajal,Neetu,8690269695,25,0,kajalneetu@gmail.com,Machine learning engineer,Mathematics and Statistics,Controls and frameworks ,AI/ML
Philip,Dinesh,8864486721,34,10,philipdinesh@gmail.com,Machine learning engineer,Mathematics and Statistics, Administrative expertise,DBMS
Mohan,Rajat,8186018260,27,0,mohanrajat@gmail.com,Frontend developer,HTML/CSS,Data Analysis and Visualization,CI/CD pipelines
Tanisha,Santosh,9378977191,33,10,tanishasantosh@gmail.com,HR,Communication skills,Big Data,Cloud
Juhi,Mukesh,8151003528,33,0,juhimukesh@gmail.com,Machine learning engineer,Mathematics and Statistics,Python,AI/ML
Tanisha,Bobby,9521115511,25,2,tanishabobby@gmail.com,Blockchain engineer,Cryptography, Administrative expertise,C/JavaScript/Python
Doris,Sumit,8632213764,34,0,dorissumit@gmail.com,DevOps engineer,Linux ,Node.js,JavaScript
Suresh,Sunil,6473326051,24,1,sureshsunil@gmail.com,DevOps engineer,Linux ,Flask,JavaScript
Sweta,Russell,9468272857,34,0,swetarussell@gmail.com,Data scientist,python,Networking and data centres,JavaScript
Dinesh,Nisha,8545112874,27,4,dineshnisha@gmail.com,AI/ML architect,Machine Learning Expertise, Data Structures,Java/python
Vijay,Anika,9777964265,29,0,vijayanika@gmail.com,Security Analyst, Network security control,Flask,DBMS
Vidya,Prakash,8149869489,32,9,vidyaprakash@gmail.com,Frontend developer,HTML/CSS,Operating systems, HR Management knowledge and expertise
Akshara,Ramesh,9609520216,33,0,akshararamesh@gmail.com,Machine learning engineer,Mathematics and Statistics,ReactJS,pipeline planning
Vidya,Harsh,9632315053,33,10,vidyaharsh@gmail.com,Cloud architect,Operating systems,Operating systems,Intrusion detection
Vijay,Rakesh,9511862018,28,5,vijayrakesh@gmail.com,Machine learning engineer,Mathematics and Statistics,Big Data,C/JavaScript/Python
Ramesh,Gaurav,6264097251,26,0,rameshgaurav@gmail.com,Cloud architect,Operating systems,Python,Algorithms and frameworks
Sangeeta,Riya,9200797808,23,0,sangeetariya@gmail.com,Data scientist,python,Node.js, HR Management knowledge and expertise
Ria,Pooja,9887466869,31,0,riapooja@gmail.com,Cloud architect,Operating systems,Node.js,CI/CD pipelines
Riyaan,Suresh,8452955821,28,5,riyaansuresh@gmail.com,Data scientist,Python,Data Analysis and Visualization,pipeline planning
Deepak,Ria,6848294138,33,0,deepakria@gmail.com,IoT solutions architect,API automation and testing ,Operating systems,Cloud
Ankita,Rakesh,9721324362,33,0,ankitarakesh@gmail.com,Data scientist,Python,DBMS,Java/python
Priyanka,Bradley,8101757249,23,0,priyankabradley@gmail.com,Blockchain engineer,Cryptography,Operating systems,CI/CD pipelines
Sanjay,Rohan,6754437072,28,5,sanjayrohan@gmail.com,Cyber security,Scripting, Administrative expertise,Algorithms and frameworks
Sandeep,Sanjana,9262682049,35,0,sandeepsanjana@gmail.com,IoT solutions architect,API automation and testing ,Controls and frameworks ,AI/ML
Shubham,Suman,8721664961,26,0,shubhamsuman@gmail.com,Security Analyst, Network security control,Flask,AI/ML
Sunita,Mohan,6133459629,31,0,sunitamohan@gmail.com,IoT solutions architect,API automation and testing , Data Structures,Algorithms and frameworks
Rahul,Ashish,9599711061,35,10,rahulashish@gmail.com,Cloud architect,Operating systems,Data Analysis and Visualization,CI/CD pipelines
Raju,Alice,8519557009,30,0,rajualice@gmail.com,AI/ML architect,Machine Learning Expertise,DBMS,C/JavaScript/Python
